,index,id,name,price,displayPrice,monthlyPriceFactor,weeklyPriceFactor,avgRating,reviewsCount,isNewListing,isSuperhost,lat,lng,personCapacity,size,beds,baths,title,property_type,town,top_lat,right_long,bottom_lat,left_long,url,baths_type,Region,baths_no,beds_no,guest_no,zipcode
10,10,51226629.0,Nut House,988.0,$988,1.0,1.0,,0.0,0.0,0.0,33.43674,-79.11699,16.0,6 bedrooms,10 beds,5 baths,16 guests,entire_home,pawleys island,33.5208721625,-79.09717229375,33.4213399,-79.2902133,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.5208721625&ne_lng=-79.09717229375&sw_lat=33.4213399&sw_lng=-79.2902133&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=120&section_offset=1,Private,Carolinas,5,10,16.0,29440
11,11,51226622.0,Katinka II,288.0,$288,1.0,1.0,,0.0,0.0,0.0,33.43722,-79.11795,9.0,4 bedrooms,7 beds,2 baths,9 guests,entire_home,georgetown,33.5208721625,-79.09717229375,33.4213399,-79.2902133,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.5208721625&ne_lng=-79.09717229375&sw_lat=33.4213399&sw_lng=-79.2902133&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=120&section_offset=1,Private,Carolinas,2,7,9.0,29440
12,12,53021719.0,Spacious Canal Front South Litchfield Beach House,600.0,$600,1.0,0.9,,1.0,0.0,0.0,33.46811,-79.09752,16.0,6 bedrooms,10 beds,5 baths,16 guests,entire_home,pawleys island,33.5208721625,-79.09717229375,33.4213399,-79.2902133,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.5208721625&ne_lng=-79.09717229375&sw_lat=33.4213399&sw_lng=-79.2902133&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=120&section_offset=1,Private,Carolinas,5,10,16.0,29585
13,13,5.650279385994657e+17,"Cute Cottage under the Live Oaks, bike to beach!",175.0,$175,1.0,1.0,,0.0,0.0,0.0,33.42652,-79.13462,6.0,2 bedrooms,3 beds,2 baths,6 guests,entire_home,pawleys island,33.5208721625,-79.09717229375,33.4213399,-79.2902133,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.5208721625&ne_lng=-79.09717229375&sw_lat=33.4213399&sw_lng=-79.2902133&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=120&section_offset=1,Private,Carolinas,2,3,6.0,29585
14,14,51605368.0,PPV D-3,239.0,$239,1.0,1.0,,0.0,0.0,0.0,33.43208,-79.12123,6.0,2 bedrooms,3 beds,2 baths,6 guests,entire_home,pawleys island,33.5208721625,-79.09717229375,33.4213399,-79.2902133,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.5208721625&ne_lng=-79.09717229375&sw_lat=33.4213399&sw_lng=-79.2902133&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=120&section_offset=1,Private,Carolinas,2,3,6.0,29585
15,15,44116832.0,Woodpecker Cottage Historic Black River Georgetown,315.0,$315,0.6,0.9,5.0,11.0,0.0,1.0,33.49135,-79.28288,2.0,1 bedroom,1 bed,1.5 baths,2 guests,entire_home,georgetown,33.5208721625,-79.09717229375,33.4213399,-79.2902133,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.5208721625&ne_lng=-79.09717229375&sw_lat=33.4213399&sw_lng=-79.2902133&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=120&section_offset=1,Private,Carolinas,1.5,1,2.0,
16,16,49638128.0,"""Not Too Shabby"" - PERFECT location!",615.0,$615,0.8,1.0,5.0,21.0,0.0,1.0,33.43135,-79.13085,10.0,4 bedrooms,7 beds,3 baths,10 guests,entire_home,pawleys island,33.5208721625,-79.09717229375,33.4213399,-79.2902133,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.5208721625&ne_lng=-79.09717229375&sw_lat=33.4213399&sw_lng=-79.2902133&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=120&section_offset=1,Private,Carolinas,3,7,10.0,29585
17,17,51227677.0,Sunset Sanctuary,567.0,$567,1.0,1.0,,0.0,0.0,0.0,33.44052,-79.11457,6.0,3 bedrooms,5 beds,2 baths,6 guests,entire_home,pawleys island,33.5208721625,-79.09717229375,33.4213399,-79.2902133,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.5208721625&ne_lng=-79.09717229375&sw_lat=33.4213399&sw_lng=-79.2902133&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=120&section_offset=1,Private,Carolinas,2,5,6.0,29585
18,18,54238673.0,"Charming Pawleys Island Home, <1 Mile to the Beach",170.0,$170,1.0,1.0,,0.0,0.0,0.0,33.47834,-79.10839,8.0,3 bedrooms,6 beds,2 baths,8 guests,entire_home,pawleys island,33.5208721625,-79.09717229375,33.4213399,-79.2902133,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.5208721625&ne_lng=-79.09717229375&sw_lat=33.4213399&sw_lng=-79.2902133&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=120&section_offset=1,Private,Carolinas,2,6,8.0,29585
19,19,51504871.0,Towne House,485.0,$485,1.0,1.0,,0.0,0.0,0.0,33.43935,-79.11611,14.0,6 bedrooms,12 beds,4 baths,14 guests,entire_home,pawleys island,33.5208721625,-79.09717229375,33.4213399,-79.2902133,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.5208721625&ne_lng=-79.09717229375&sw_lat=33.4213399&sw_lng=-79.2902133&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=120&section_offset=1,Private,Carolinas,4,12,14.0,29585
0,0,5.536722164653361e+17,OCEAN OASIS! POOL! KITCHEN! 2br/2ba SLEEPS 6!,283.0,$283,1.0,1.0,,0.0,0.0,1.0,33.58796,-78.98896,6.0,2 bedrooms,4 beds,2 baths,6 guests,entire_home,murrells inlet,33.595521359375,-78.97652166484374,33.583079826562496,-79.000651790625,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.595521359375&ne_lng=-78.97652166484374&sw_lat=33.583079826562496&sw_lng=-79.000651790625&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=100&section_offset=1,Private,Carolinas,2,4,6.0,29576
1,1,6.230638405367016e+17,NEW! Surfside Beach Gem: Pool Access + Lake Views!,284.0,$284,1.0,1.0,,0.0,1.0,0.0,33.59531,-78.99337,4.0,2 bedrooms,2 beds,1 bath,4 guests,entire_home,murrells inlet,33.595521359375,-78.97652166484374,33.583079826562496,-79.000651790625,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.595521359375&ne_lng=-78.97652166484374&sw_lat=33.583079826562496&sw_lng=-79.000651790625&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=100&section_offset=1,Private,Carolinas,1,2,4.0,29575
2,2,50360291.0,"Romantic, Comfy, Beach Condo W/ Majestic Views!",176.0,$176,0.9,1.0,4.8,5.0,0.0,0.0,33.59255,-78.98552,6.0,3 bedrooms,3 beds,3 baths,6 guests,entire_home,murrells inlet,33.595521359375,-78.97652166484374,33.583079826562496,-79.000651790625,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.595521359375&ne_lng=-78.97652166484374&sw_lat=33.583079826562496&sw_lng=-79.000651790625&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=100&section_offset=1,Private,Carolinas,3,3,6.0,29575
3,3,53003592.0,*NEW* Sunrise on Sunset: 5 bed/5 bath with a pool!,568.0,$568,0.9,0.9,5.0,8.0,0.0,1.0,33.58382,-78.99303,14.0,5 bedrooms,7 beds,4.5 baths,14 guests,entire_home,murrells inlet,33.595521359375,-78.97652166484374,33.583079826562496,-79.000651790625,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.595521359375&ne_lng=-78.97652166484374&sw_lat=33.583079826562496&sw_lng=-79.000651790625&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=100&section_offset=1,Private,Carolinas,4.5,7,14.0,29576
4,4,52205885.0,2 Bedroom Oceanview Condo  Newly Owned & Updated,215.0,$215,1.0,0.95,5.0,8.0,0.0,0.0,33.58319,-78.99117,6.0,2 bedrooms,4 beds,1 bath,6 guests,entire_home,murrells inlet,33.595521359375,-78.97652166484374,33.583079826562496,-79.000651790625,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.595521359375&ne_lng=-78.97652166484374&sw_lat=33.583079826562496&sw_lng=-79.000651790625&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=100&section_offset=1,Private,Carolinas,1,4,6.0,29575:29576
5,5,5.4936650432041485e+17,Amazing 3 Bedroom home with golf cart.,235.0,$235,0.95,1.0,,0.0,0.0,0.0,33.59374,-78.98905,7.0,3 bedrooms,4 beds,2 baths,7 guests,entire_home,myrtle beach,33.595521359375,-78.97652166484374,33.583079826562496,-79.000651790625,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.595521359375&ne_lng=-78.97652166484374&sw_lat=33.583079826562496&sw_lng=-79.000651790625&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=100&section_offset=1,Private,Carolinas,2,4,7.0,29575
6,6,21332285.0,Pelican's Landing - Short Walk to Beach,290.0,$290,1.0,1.0,,1.0,0.0,0.0,33.59174,-78.99299,14.0,5 bedrooms,8 beds,4.5 baths,14 guests,entire_home,murrells inlet,33.595521359375,-78.97652166484374,33.583079826562496,-79.000651790625,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.595521359375&ne_lng=-78.97652166484374&sw_lat=33.583079826562496&sw_lng=-79.000651790625&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=100&section_offset=1,Private,Carolinas,4.5,8,14.0,29576
7,7,44378015.0,Beachfront Beachfront Beachfront,325.0,$325,0.9,1.0,4.8,71.0,0.0,1.0,33.58434,-78.99227,6.0,3 bedrooms,3 beds,2 baths,6 guests,entire_home,murrells inlet,33.595521359375,-78.97652166484374,33.583079826562496,-79.000651790625,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.595521359375&ne_lng=-78.97652166484374&sw_lat=33.583079826562496&sw_lng=-79.000651790625&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=100&section_offset=1,Private,Carolinas,2,3,6.0,29576
8,8,22115278.0,"Oceanfront 2 BDRM Condo at Royal Gardens. FREE Pirate's Voyage, Mini-Golf & More Every Day! 208",186.0,$186,0.73,0.98,3.8,5.0,0.0,0.0,33.58571,-78.99033,4.0,2 bedrooms,3 beds,2 baths,4 guests,entire_home,murrells inlet,33.595521359375,-78.97652166484374,33.583079826562496,-79.000651790625,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.595521359375&ne_lng=-78.97652166484374&sw_lat=33.583079826562496&sw_lng=-79.000651790625&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=100&section_offset=1,Private,Carolinas,2,3,4.0,29575:29576
9,9,45754962.0,Beach Front 3br/3bth Sleeps 10,254.0,$254,0.9,0.95,4.86,35.0,0.0,1.0,33.58598,-78.99016,10.0,3 bedrooms,7 beds,3 baths,10 guests,entire_home,murrells inlet,33.595521359375,-78.97652166484374,33.583079826562496,-79.000651790625,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.595521359375&ne_lng=-78.97652166484374&sw_lat=33.583079826562496&sw_lng=-79.000651790625&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=100&section_offset=1,Private,Carolinas,3,7,10.0,29576
10,10,19143185.0,Relaxing family beach house in gated commuity,175.0,$175,1.0,1.0,4.91,32.0,0.0,1.0,33.59286,-78.99233,6.0,2 bedrooms,4 beds,2 baths,6 guests,entire_home,murrells inlet,33.595521359375,-78.97652166484374,33.583079826562496,-79.000651790625,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.595521359375&ne_lng=-78.97652166484374&sw_lat=33.583079826562496&sw_lng=-79.000651790625&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=100&section_offset=1,Private,Carolinas,2,4,6.0,29575
11,11,43315975.0,Oceanfront Escape to Garden City,325.0,$325,0.9,1.0,4.8,56.0,0.0,1.0,33.58363,-78.99088,7.0,3 bedrooms,5 beds,2 baths,7 guests,entire_home,garden city,33.595521359375,-78.97652166484374,33.583079826562496,-79.000651790625,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.595521359375&ne_lng=-78.97652166484374&sw_lat=33.583079826562496&sw_lng=-79.000651790625&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=100&section_offset=1,Private,Carolinas,2,5,7.0,29575:29576
12,12,41374553.0,"Oceanfront, Incredible Water's Edge Views with Free Water Park, Pirates Voyage & More Every Day! WE1",185.0,$185,0.84,0.99,4.5,4.0,0.0,0.0,33.58429,-78.99157,6.0,1 bedroom,3 beds,2 baths,6 guests,entire_home,murrells inlet,33.595521359375,-78.97652166484374,33.583079826562496,-79.000651790625,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.595521359375&ne_lng=-78.97652166484374&sw_lat=33.583079826562496&sw_lng=-79.000651790625&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=100&section_offset=1,Private,Carolinas,2,3,6.0,29575:29576
13,13,17729286.0,"Luxury Oceanfront 3 Bedroom with Free Water Park, Pirates Voyage, Mini-Golf & More! OOP1105",337.0,$337,0.8,0.96,4.43,8.0,0.0,0.0,33.5919,-78.98442,8.0,3 bedrooms,5 beds,3 baths,8 guests,entire_home,murrells inlet,33.595521359375,-78.97652166484374,33.583079826562496,-79.000651790625,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.595521359375&ne_lng=-78.97652166484374&sw_lat=33.583079826562496&sw_lng=-79.000651790625&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=100&section_offset=1,Private,Carolinas,3,5,8.0,29576
14,14,17498771.0,"Oceanfront, Incredible Water's Edge Views with Free Water Park, Pirates Voyage & More Every Day! WE9",203.0,$203,0.84,1.0,4.4,21.0,0.0,0.0,33.58423,-78.99162,4.0,1 bedroom,2 beds,2 baths,4 guests,entire_home,garden city,33.595521359375,-78.97652166484374,33.583079826562496,-79.000651790625,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.595521359375&ne_lng=-78.97652166484374&sw_lat=33.583079826562496&sw_lng=-79.000651790625&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=100&section_offset=1,Private,Carolinas,2,2,4.0,29575:29576
15,15,17729275.0,"3 Bedroom, Oceanfront, Corner Unit - Free Water Park, Pirate's Voyage, Mini-Golf & More! OOP1106",242.0,$242,0.73,0.96,4.5,4.0,0.0,0.0,33.5919,-78.98442,8.0,3 bedrooms,5 beds,3 baths,8 guests,entire_home,garden city,33.595521359375,-78.97652166484374,33.583079826562496,-79.000651790625,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.595521359375&ne_lng=-78.97652166484374&sw_lat=33.583079826562496&sw_lng=-79.000651790625&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=100&section_offset=1,Private,Carolinas,3,5,8.0,29576
16,16,38490169.0,"Oceanfront, Incredible Water's Edge Views with Free Water Park, Pirates Voyage & More Every Day! WE3",203.0,$203,0.83,1.0,,2.0,0.0,0.0,33.58422,-78.99162,6.0,1 bedroom,1 bed,2 baths,6 guests,entire_home,murrells inlet,33.595521359375,-78.97652166484374,33.583079826562496,-79.000651790625,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.595521359375&ne_lng=-78.97652166484374&sw_lat=33.583079826562496&sw_lng=-79.000651790625&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=100&section_offset=1,Private,Carolinas,2,1,6.0,29575:29576
17,17,17729280.0,"Luxury Oceanfront 2 Bedroom with Free Water Park, Pirate's Voyage, Mini-Golf & More! OOP1002",317.0,$317,0.71,0.94,5.0,3.0,0.0,0.0,33.5919,-78.98442,6.0,2 bedrooms,4 beds,2 baths,6 guests,entire_home,murrells inlet,33.595521359375,-78.97652166484374,33.583079826562496,-79.000651790625,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.595521359375&ne_lng=-78.97652166484374&sw_lat=33.583079826562496&sw_lng=-79.000651790625&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=100&section_offset=1,Private,Carolinas,2,4,6.0,29576
18,18,40454219.0,Ah..Life At The Beach.As  Inexpensive as it Gets!,142.0,$142,1.0,1.0,,2.0,0.0,0.0,33.58312,-78.99177,4.0,1 bedroom,4 beds,1 bath,4 guests,entire_home,murrells inlet,33.595521359375,-78.97652166484374,33.583079826562496,-79.000651790625,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.595521359375&ne_lng=-78.97652166484374&sw_lat=33.583079826562496&sw_lng=-79.000651790625&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=100&section_offset=1,Private,Carolinas,1,4,4.0,29575:29576
19,19,39861399.0,Surfside Beach Home with Golf Carts (179 GB),231.0,$231,0.9,1.0,4.82,33.0,0.0,0.0,33.59503,-78.9947,14.0,5 bedrooms,7 beds,4.5 baths,14 guests,entire_home,murrells inlet,33.595521359375,-78.97652166484374,33.583079826562496,-79.000651790625,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.595521359375&ne_lng=-78.97652166484374&sw_lat=33.583079826562496&sw_lng=-79.000651790625&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=100&section_offset=1,Private,Carolinas,4.5,7,14.0,29575
0,0,48400101.0,Beach Getaway! Private room!,60.0,$60,1.0,1.0,,2.0,0.0,0.0,33.66769,-78.99254,2.0,Studio,1 bed,1 shared bath,2 guests,private_room,myrtle beach,33.67017055625,-78.9523915390625,33.645287490625,-79.000651790625,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.67017055625&ne_lng=-78.9523915390625&sw_lat=33.645287490625&sw_lng=-79.000651790625&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=0&section_offset=1,Shared,Carolinas,1,1,2.0,29588
0,0,40584503.0,⭐ Gorgeous Oceanfront 3/3 Condo On the Boardwalk!,323.0,$323,1.0,0.95,4.89,116.0,0.0,1.0,33.68808,-78.88316,10.0,3 bedrooms,5 beds,3 baths,10 guests,entire_home,myrtle beach,33.695053621875005,-78.88000116171875,33.6826120890625,-78.90413128750001,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.695053621875005&ne_lng=-78.88000116171875&sw_lat=33.6826120890625&sw_lng=-78.90413128750001&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=40&section_offset=1,Private,Carolinas,3,5,10.0,29572
1,1,47593126.0,"Sandy Paws Townhouse ""The MasSea's""",153.0,$153,1.0,1.0,4.89,37.0,0.0,1.0,33.68616,-78.88838,5.0,1 bedroom,3 beds,1.5 baths,5 guests,entire_home,myrtle beach,33.695053621875005,-78.88000116171875,33.6826120890625,-78.90413128750001,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.695053621875005&ne_lng=-78.88000116171875&sw_lat=33.6826120890625&sw_lng=-78.90413128750001&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=40&section_offset=1,Private,Carolinas,1.5,3,5.0,29577
2,2,6.23330019857455e+17,"⭐HighFloor,DIRECT OCEANFRONT,Heated Pool,Boardwalk",107.0,$107,1.0,1.0,,0.0,1.0,0.0,33.68808,-78.883156,4.0,1 bedroom,2 beds,1 bath,4 guests,entire_home,myrtle beach,33.695053621875005,-78.88000116171875,33.6826120890625,-78.90413128750001,https://www.airbnb.com/s/homes?refinement_paths%5B%5D=%2Fhomes%2Fsection%2FNEARBY_LISTINGS%3A2400&room_types%5B%5D=Entire%20home%2Fapt&room_types%5B%5D=Private%20room&room_types%5B%5D=Shared%20room&ne_lat=33.695053621875005&ne_lng=-78.88000116171875&sw_lat=33.6826120890625&sw_lng=-78.90413128750001&zoom=12&search_by_map=true&search_type=user_map_move&tab_id=home_tab&date_picker_type=calendar&items_offset=40&section_offset=1,Private,Carolinas,1,2,4.0,29572
